codigo_postal,Income_Range,V_PROFESSION_CD,V_SEX,N_COLL_SCHOLARSHIP_LEVEL,EDAD,ID,AGEB
51355,4,24.0,1.0,5,28,15603,069-A
54680,3,4.0,2.0,5,25,15604,005-5
6300,4,6.0,1.0,5,41,15605,063-A
27087,4,6.0,1.0,5,39,15606,336-1
55118,6,33.0,2.0,5,32,15607,491-8
9698,3,5.0,1.0,5,28,15608,529-1
93240,6,6.0,1.0,5,26,15609,063-9
6760,2,5.0,2.0,3,27,15610,144-5
60040,3,5.0,1.0,5,31,15612,083-4
30039,4,9.0,1.0,5,31,15613,076-7
11320,3,6.0,2.0,3,52,15614,048-2
54474,4,6.0,1.0,5,31,15615,070-0
6600,2,6.0,2.0,5,25,15616,085-6
55390,3,6.0,1.0,5,26,15617,119-0
22245,6,2.0,1.0,5,28,15618,773-5
52918,4,6.0,1.0,3,30,15619,162-4
39715,3,1.0,1.0,2,31,15620,505-4
44600,4,5.0,2.0,4,35,15623,131-0
44760,3,26.0,1.0,5,26,15624,366-0
6700,4,2.0,1.0,5,44,15625,108-9
91000,3,1.0,2.0,5,32,15626,015-A
29000,3,6.0,1.0,5,35,15627,090-8
21395,3,6.0,1.0,4,27,15628,587-6
54760,2,5.0,1.0,5,38,15629,036-0
54945,1,13.0,2.0,2,42,15630,153-8
54769,1,6.0,1.0,2,41,15631,140-5
10340,4,6.0,1.0,3,42,15633,013-7
64420,4,24.0,1.0,5,40,15634,092-1
37980,3,6.0,1.0,3,32,15635,035-6
20286,6,6.0,1.0,6,52,15636,401-A
7700,3,6.0,1.0,3,27,15637,048-9
1080,6,6.0,1.0,5,32,15638,123-7
43830,3,6.0,1.0,5,27,15639,011-9
7400,2,2.0,2.0,5,45,15640,130-7
21280,2,29.0,1.0,5,25,15641,052-1
42083,4,1.0,2.0,5,44,15642,191-2
7730,1,8.0,2.0,4,52,15643,092-A
53689,3,6.0,2.0,5,26,15644,217-1
57600,4,25.0,1.0,3,32,15645,090-A
96538,1,6.0,1.0,3,62,15646,124-A
57730,2,6.0,1.0,5,33,15647,123-6
22800,7,9.0,2.0,5,55,15648,057-7
60140,2,9.0,1.0,3,26,15649,016-2
55749,3,2.0,2.0,5,47,15650,083-8
68050,4,2.0,2.0,5,42,15651,209-4
55718,3,6.0,1.0,5,27,15652,065-4
54160,3,2.0,2.0,5,26,15654,196-A
9310,3,6.0,2.0,3,38,15655,100-0
11400,3,6.0,1.0,3,37,15656,017-7
7979,5,26.0,2.0,5,34,15657,240-9
14000,3,37.0,1.0,3,41,15658,067-6
3800,5,8.0,2.0,5,32,15659,034-6
43300,3,6.0,1.0,1,26,15660,015-5
4630,2,6.0,1.0,5,30,15661,082-1
56356,2,6.0,1.0,2,34,15663,118-1
57800,2,21.0,1.0,4,23,15664,156-0
88793,4,2.0,2.0,5,27,15665,318-2
56530,2,2.0,1.0,5,50,15666,094-2
4369,6,2.0,1.0,5,46,15667,115-8
55010,4,9.0,2.0,6,39,15669,448-1
54189,3,6.0,1.0,5,24,15670,161-6
57410,2,6.0,2.0,2,36,15672,035-0
50020,4,6.0,1.0,4,30,15673,267-6
39270,4,32.0,1.0,5,49,15674,012-1
37550,4,6.0,1.0,4,58,15675,265-2
83177,4,1.0,2.0,5,44,15676,570-0
7890,1,6.0,2.0,5,38,15677,222-0
4369,3,6.0,1.0,2,43,15678,062-4
53100,7,6.0,1.0,5,26,15679,122-4
54435,3,5.0,1.0,5,24,15682,103-7
57820,2,6.0,1.0,4,29,15685,084-4
50235,3,6.0,1.0,5,28,15686,363-6
56334,3,24.0,1.0,3,40,15689,094-4
41500,4,32.0,1.0,4,43,15690,010-A
44670,3,2.0,1.0,3,32,15691,445-7
43400,2,6.0,1.0,2,25,15694,003-7
15000,6,5.0,2.0,5,28,15696,126-1
55067,3,4.0,1.0,5,29,15697,261-0
96904,4,6.0,1.0,6,31,15698,136-1
55310,6,6.0,2.0,5,45,15699,316-3
8500,1,6.0,1.0,4,51,15700,019-A
40400,4,32.0,1.0,5,30,15701,077-0
22234,4,24.0,1.0,5,56,15702,183-A
40180,4,6.0,2.0,5,36,15703,069-7
54870,2,5.0,1.0,6,33,15704,009-A
39350,2,1.0,2.0,5,31,15705,277-4
55280,2,15.0,2.0,4,37,15706,192-8
83180,2,20.0,1.0,4,69,15707,186-9
54930,4,6.0,2.0,5,35,15708,022-4
43930,3,6.0,1.0,2,41,15709,005-A
45403,2,13.0,1.0,2,45,15710,202-0
11320,6,6.0,1.0,3,31,15711,058-6
9780,1,2.0,2.0,3,27,15713,205-1
36100,4,6.0,1.0,4,39,15714,006-6
8100,4,6.0,2.0,5,28,15716,117-9
42000,4,26.0,2.0,8,31,15717,013-9
7550,3,2.0,1.0,5,28,15718,168-4
54600,5,2.0,1.0,5,31,15719,029-9
53716,3,6.0,1.0,5,30,15720,179-4
3340,6,4.0,1.0,5,41,15721,098-6
56617,3,6.0,1.0,3,34,15722,045-7
58230,2,8.0,1.0,5,42,15723,033-A
1270,4,6.0,1.0,5,39,15724,152-3
62747,2,6.0,2.0,5,34,15725,098-9
32575,3,24.0,1.0,4,34,15726,729-2
50450,4,6.0,1.0,5,26,15727,042-6
1860,2,6.0,2.0,5,41,15728,175-4
11320,2,6.0,2.0,5,28,15729,058-6
3100,3,6.0,1.0,5,28,15730,041-6
56615,3,6.0,2.0,5,28,15731,102-7
54935,2,6.0,2.0,5,29,15732,014-A
7800,3,9.0,1.0,5,29,15733,127-5
54740,4,6.0,1.0,5,26,15735,022-9
54745,2,24.0,1.0,3,28,15737,240-3
3810,3,6.0,1.0,5,30,15738,038-4
9638,3,26.0,1.0,4,26,15740,483-8
57140,3,6.0,1.0,5,28,15741,018-7
9200,2,6.0,2.0,5,26,15742,104-9
55650,4,2.0,2.0,5,30,15743,015-4
7890,2,9.0,2.0,5,27,15744,221-6
7360,4,9.0,2.0,5,31,15745,336-0
55118,6,36.0,2.0,5,27,15746,491-8
6300,3,6.0,2.0,5,27,15747,061-0
10610,5,9.0,2.0,8,31,15748,023-0
28750,3,8.0,2.0,4,29,15749,013-3
32575,4,6.0,1.0,4,27,15750,729-2
86019,2,2.0,2.0,2,41,15752,222-1
76118,4,6.0,2.0,4,32,15753,388-2
43800,3,6.0,1.0,3,26,15754,022-8
39200,4,2.0,2.0,5,48,15755,042-8
54945,4,6.0,2.0,5,48,15756,153-8
9880,6,6.0,1.0,5,28,15758,537-6
51200,5,6.0,1.0,2,41,15759,020-6
9830,3,2.0,1.0,5,35,15760,377-4
43998,3,7.0,2.0,2,36,15761,024-9
22237,2,7.0,1.0,3,30,15762,458-6
3810,4,2.0,1.0,5,28,15763,038-4
54930,3,9.0,1.0,5,42,15765,117-1
16020,6,4.0,2.0,5,47,15766,006-7
55260,4,8.0,1.0,5,26,15767,097-2
55070,4,6.0,1.0,5,43,15768,472-5
15500,4,6.0,1.0,5,26,15769,052-6
55240,3,26.0,1.0,5,32,15771,093-4
57139,4,6.0,1.0,5,26,15772,199-9
54189,3,6.0,2.0,5,30,15773,156-5
55280,3,5.0,1.0,5,28,15775,196-6
57710,3,6.0,1.0,5,26,15776,098-6
91097,3,26.0,2.0,5,26,15778,171-1
10340,2,6.0,1.0,3,26,15779,052-7
3440,4,4.0,1.0,5,50,15780,029-5
23880,4,6.0,2.0,5,28,15782,014-1
55310,3,21.0,2.0,5,23,15783,314-4
56608,4,9.0,1.0,5,31,15785,201-7
11560,3,25.0,1.0,3,62,15786,075-A
55010,2,36.0,2.0,1,57,15787,456-6
40880,4,6.0,1.0,3,31,15788,081-4
54150,4,21.0,1.0,5,26,15789,070-7
40180,3,20.0,1.0,5,61,15790,070-A
52960,4,5.0,1.0,5,26,15791,171-3
30350,7,11.0,1.0,5,39,15793,013-0
9609,3,6.0,1.0,5,26,15794,493-1
86060,3,24.0,2.0,5,28,15795,120-4
6720,4,9.0,2.0,5,33,15796,139-4
2100,2,6.0,2.0,4,23,15797,117-A
40000,5,20.0,2.0,3,73,15798,126-1
42970,5,36.0,2.0,3,38,15799,031-A
30120,4,32.0,2.0,6,34,15800,024-7
29230,4,1.0,1.0,6,44,15801,021-7
50190,2,9.0,2.0,4,46,15802,215-9
50226,3,6.0,1.0,5,32,15803,290-5
76118,2,6.0,1.0,4,31,15804,388-2
38260,3,6.0,1.0,4,36,15805,023-4
7620,3,2.0,1.0,5,27,15806,036-6
6720,4,6.0,2.0,5,36,15807,153-4
36850,2,6.0,2.0,3,26,15808,029-0
53660,3,6.0,1.0,3,61,15810,032-A
56610,2,6.0,1.0,3,53,15811,001-4
70190,6,2.0,1.0,4,29,15812,006-4
55270,3,6.0,1.0,2,31,15815,128-A
53427,1,6.0,1.0,3,32,15818,175-6
32697,6,32.0,1.0,6,34,15819,464-A
54930,4,6.0,1.0,3,31,15820,022-4
81360,4,6.0,1.0,5,26,15821,165-0
30350,7,11.0,2.0,2,50,15822,016-4
91500,3,2.0,1.0,5,31,15823,005-1
50290,4,7.0,1.0,3,28,15824,151-7
10320,4,2.0,1.0,5,32,15825,009-0
9830,4,24.0,1.0,4,40,15826,281-2
50900,3,6.0,1.0,2,31,15827,049-9
4260,2,6.0,2.0,3,29,15829,060-5
83296,2,6.0,1.0,3,23,15830,788-7
54763,1,21.0,2.0,5,27,15832,120-8
16010,4,6.0,1.0,5,57,15833,002-9
7670,3,6.0,2.0,3,53,15834,040-2
56300,2,28.0,2.0,4,37,15835,014-2
45403,3,6.0,1.0,3,32,15836,144-6
76110,4,6.0,1.0,2,30,15837,010-6
9640,2,6.0,1.0,5,27,15838,325-7
7510,3,6.0,1.0,5,31,15839,314-4
29050,1,6.0,2.0,5,27,15840,214-3
15530,2,6.0,1.0,4,56,15841,078-0
45200,3,5.0,1.0,3,32,15842,389-5
2430,4,2.0,2.0,3,43,15843,098-5
29930,3,32.0,2.0,5,37,15844,013-0
50170,2,4.0,1.0,6,31,15845,335-4
15830,4,6.0,1.0,5,35,15846,131-2
54910,4,34.0,1.0,3,35,15847,182-4
29940,2,9.0,1.0,5,37,15848,037-1
76807,7,6.0,1.0,2,60,15849,064-7
4480,2,9.0,1.0,5,40,15850,177-9
30795,3,9.0,1.0,4,40,15851,124-2
44350,2,2.0,1.0,5,30,15853,489-A
50010,3,9.0,1.0,3,32,15854,325-0
53660,2,13.0,1.0,5,30,15855,032-A
4200,4,6.0,1.0,5,35,15858,016-4
50200,4,2.0,1.0,4,35,15859,358-5
53719,2,6.0,2.0,3,25,15861,187-9
37340,2,9.0,2.0,5,27,15862,047-8
54240,4,9.0,2.0,2,57,15863,028-2
51230,3,8.0,1.0,5,41,15864,008-5
22897,2,6.0,1.0,3,31,15865,797-9
15530,3,6.0,1.0,3,35,15866,044-1
55269,4,4.0,2.0,5,38,15867,180-5
15700,3,6.0,1.0,3,27,15868,123-8
7880,3,13.0,1.0,5,26,15869,219-9
55660,2,28.0,2.0,5,27,15870,015-A
58040,4,9.0,2.0,5,40,15871,207-3
52400,2,9.0,2.0,5,33,15872,016-7
16600,3,9.0,2.0,5,33,15873,072-4
28230,3,2.0,2.0,5,27,15874,170-2
55010,4,6.0,1.0,5,30,15875,445-8
7340,3,2.0,2.0,5,27,15876,311-0
67190,2,6.0,1.0,3,35,15877,284-5
45236,3,6.0,1.0,5,31,15878,146-0
79000,3,24.0,1.0,5,41,15880,041-3
50200,4,2.0,1.0,4,28,15881,358-5
54910,1,6.0,1.0,3,32,15882,182-4
78140,3,6.0,2.0,3,27,15883,017-2
12400,3,6.0,2.0,5,26,15884,065-1
96470,3,2.0,2.0,5,33,15885,113-1
44970,2,6.0,2.0,3,31,15887,374-5
6700,2,6.0,1.0,5,26,15888,099-8
7969,3,10.0,1.0,3,41,15889,223-5
51700,4,8.0,1.0,5,30,15891,008-3
62555,1,6.0,2.0,4,28,15892,097-4
51700,6,5.0,1.0,5,34,15893,008-3
54942,3,24.0,1.0,3,28,15894,073-7
54783,3,24.0,1.0,5,28,15895,020-9
52765,3,6.0,1.0,5,33,15897,048-8
50246,2,6.0,2.0,4,61,15898,354-7
62555,2,6.0,1.0,2,28,15899,097-4
55067,3,6.0,1.0,5,30,15900,261-0
54960,4,6.0,1.0,5,35,15901,059-A
38260,2,6.0,1.0,3,38,15902,023-4
54190,3,1.0,1.0,3,26,15903,235-1
7270,5,24.0,2.0,5,35,15904,031-3
52680,3,6.0,2.0,5,34,15905,009-5
39300,3,2.0,1.0,5,38,15906,284-4
66050,4,13.0,1.0,5,34,15907,131-9
7210,3,2.0,1.0,3,43,15908,015-4
91020,2,6.0,1.0,4,30,15909,110-5
54140,3,8.0,1.0,5,40,15910,034-0
54760,3,6.0,1.0,5,30,15911,159-A
54800,1,6.0,2.0,5,47,15912,002-8
54477,3,2.0,1.0,2,52,15913,056-0
55070,3,24.0,1.0,5,35,15914,391-A
68030,2,6.0,1.0,4,28,15915,195-0
41600,3,32.0,1.0,3,42,15916,021-1
9890,4,2.0,2.0,4,45,15917,442-9
45200,3,6.0,1.0,3,27,15919,389-5
43860,3,6.0,2.0,4,47,15920,005-1
39715,2,6.0,1.0,3,36,15921,505-4
83179,3,9.0,1.0,5,24,15922,237-3
9800,3,6.0,2.0,3,39,15923,177-8
77010,3,9.0,1.0,5,39,15924,054-7
52970,3,6.0,2.0,5,33,15925,107-5
9700,5,2.0,1.0,6,27,15926,551-6
81223,3,6.0,1.0,3,30,15928,002-7
13360,2,6.0,1.0,3,35,15929,138-0
54743,3,6.0,2.0,4,30,15930,178-2
9750,4,2.0,1.0,5,33,15931,474-9
1790,2,9.0,2.0,5,26,15932,110-A
76116,1,7.0,1.0,5,50,15933,124-6
54473,1,5.0,1.0,5,42,15934,061-1
1430,1,21.0,2.0,5,27,15935,067-1
52176,3,6.0,2.0,5,30,15936,111-4
91779,3,32.0,2.0,5,25,15937,119-9
47910,2,6.0,1.0,1,44,15938,018-7
54730,4,2.0,2.0,5,54,15940,145-8
39550,2,13.0,1.0,3,39,15941,176-1
13300,2,2.0,1.0,3,28,15942,141-2
4369,4,26.0,1.0,5,28,15943,061-A
54960,3,6.0,1.0,2,31,15944,059-A
67190,3,6.0,1.0,5,30,15946,284-5
39700,3,6.0,1.0,3,29,15947,185-0
22616,4,25.0,1.0,4,33,15948,315-A
54715,3,6.0,1.0,5,31,15949,126-5
88650,2,24.0,1.0,2,27,15950,109-7
50255,2,2.0,2.0,3,52,15951,286-9
31050,3,6.0,1.0,2,34,15952,380-2
51700,4,32.0,2.0,5,29,15953,008-3
4300,1,2.0,2.0,5,36,15954,064-3
31137,3,6.0,1.0,2,25,15956,731-1
56615,3,6.0,1.0,3,41,15957,015-6
7340,4,6.0,1.0,5,38,15958,312-5
27110,4,6.0,1.0,5,50,15959,260-7
68297,4,9.0,2.0,5,35,15960,012-1
9230,3,6.0,1.0,3,26,15961,526-8
31136,3,6.0,1.0,5,25,15962,467-5
54740,3,6.0,2.0,5,28,15963,033-7
55067,2,20.0,1.0,2,62,15964,215-0
6300,3,6.0,2.0,5,26,15966,061-0
53490,2,6.0,1.0,3,26,15967,173-7
54090,2,6.0,1.0,3,26,15968,185-1
6030,2,6.0,1.0,3,22,15969,072-9
56377,4,2.0,2.0,5,28,15971,006-2
84035,3,6.0,1.0,3,27,15972,097-7
1120,3,6.0,2.0,5,38,15973,003-1
11830,2,6.0,2.0,5,28,15974,111-8
55210,1,26.0,1.0,3,45,15975,086-4
7910,4,6.0,1.0,3,30,15976,192-8
54170,2,6.0,1.0,3,26,15978,226-2
52924,2,4.0,2.0,5,26,15979,143-1
50180,3,6.0,1.0,3,29,15980,063-1
6500,3,24.0,2.0,5,55,15981,079-0
31385,2,6.0,1.0,2,29,15982,767-A
39000,7,2.0,2.0,5,64,15983,005-4
39860,4,2.0,2.0,3,36,15985,287-8
7950,4,1.0,2.0,5,34,15986,213-1
11290,2,5.0,2.0,5,26,15989,004-A
54110,4,2.0,1.0,5,35,15990,003-5
22190,4,7.0,1.0,3,29,15991,194-8
13200,4,6.0,1.0,5,29,15992,020-2
14710,3,2.0,1.0,4,29,15993,170-6
7410,3,26.0,1.0,4,35,15994,268-2
62573,3,6.0,1.0,4,26,15995,102-7
56350,2,6.0,1.0,5,32,15996,124-7
97138,3,13.0,2.0,5,50,15997,370-8
8000,2,20.0,2.0,4,63,15998,046-7
3020,6,24.0,1.0,5,39,15999,042-0
9000,4,2.0,1.0,5,35,16002,073-1
8240,4,2.0,1.0,5,27,16003,039-7
96360,1,37.0,1.0,4,31,16004,016-7
1279,4,6.0,1.0,3,28,16005,038-5
15270,3,2.0,2.0,5,41,16006,039-0
11000,3,5.0,1.0,5,28,16007,095-7
57000,5,6.0,1.0,5,33,16010,204-1
40400,3,32.0,2.0,5,31,16012,077-0
7420,3,4.0,2.0,5,44,16013,084-5
88799,3,6.0,1.0,5,28,16014,340-7
36570,4,2.0,1.0,5,43,16015,089-6
55719,3,1.0,1.0,5,34,16017,031-5
77536,4,6.0,1.0,4,31,16018,180-5
72100,3,6.0,1.0,5,26,16019,313-5
42186,2,6.0,1.0,5,38,16020,069-A
57840,4,6.0,1.0,5,26,16021,112-8
14620,3,2.0,1.0,5,32,16022,210-2
56335,4,6.0,2.0,5,29,16023,128-5
22890,1,6.0,2.0,5,63,16025,796-4
54957,3,9.0,1.0,5,31,16027,135-A
43300,3,2.0,2.0,3,28,16028,015-5
45750,2,29.0,1.0,5,31,16029,008-6
96380,3,6.0,1.0,3,25,16030,178-6
57000,2,6.0,1.0,5,31,16034,204-1
50100,1,4.0,1.0,6,27,16035,221-4
40500,4,32.0,2.0,6,25,16037,045-1
55100,2,6.0,2.0,4,30,16038,208-0
79610,4,6.0,1.0,5,27,16039,042-1
50900,1,28.0,2.0,5,28,16044,049-9
7880,3,2.0,2.0,5,61,16045,219-9
7899,2,6.0,1.0,5,29,16047,228-8
7760,3,24.0,2.0,5,34,16048,125-6
15600,3,6.0,1.0,5,28,16049,151-A
7770,2,5.0,1.0,5,74,16050,138-3
13319,4,6.0,1.0,4,28,16051,059-4
56530,3,6.0,1.0,5,30,16052,074-5
52970,2,2.0,1.0,5,27,16054,107-5
41500,2,6.0,1.0,5,41,16056,010-A
55029,3,25.0,1.0,3,28,16057,436-9
52765,4,6.0,1.0,5,41,16058,047-3
8500,2,2.0,1.0,5,25,16059,031-0
56334,3,33.0,1.0,4,32,16060,125-1
13430,3,9.0,1.0,5,30,16061,057-5
75470,2,6.0,1.0,4,38,16062,023-1
15290,2,2.0,2.0,4,38,16063,050-7
22170,3,24.0,1.0,3,53,16064,688-3
45653,1,4.0,1.0,5,30,16065,208-3
6010,3,2.0,2.0,5,32,16066,090-7
62330,2,5.0,2.0,6,51,16067,021-9
21000,3,6.0,1.0,4,52,16068,031-A
55540,4,2.0,1.0,5,32,16069,353-4
83550,2,1.0,1.0,5,34,16070,219-A
54880,2,6.0,1.0,2,26,16071,007-2
1377,3,6.0,1.0,5,29,16073,234-3
54700,1,6.0,2.0,5,27,16074,144-3
56530,2,6.0,2.0,3,30,16075,074-5
9208,1,7.0,2.0,3,26,16076,519-8
68285,2,6.0,1.0,5,40,16078,007-8
1800,2,6.0,2.0,5,26,16081,176-9
54950,3,6.0,1.0,5,45,16083,155-7
55070,3,6.0,2.0,5,38,16084,472-5
54189,3,13.0,1.0,5,25,16085,161-6
54725,2,9.0,1.0,5,37,16087,129-9
1740,4,6.0,1.0,5,29,16088,182-4
7738,3,6.0,1.0,5,29,16089,071-8
15740,4,4.0,1.0,5,29,16090,128-0
8100,2,6.0,2.0,6,28,16091,117-9
56530,4,6.0,1.0,3,27,16093,074-5
93270,4,6.0,1.0,5,32,16094,072-8
95190,7,6.0,1.0,5,45,16095,042-4
2070,3,16.0,1.0,5,26,16096,047-2
9208,3,6.0,1.0,3,58,16097,585-5
76249,3,6.0,1.0,3,25,16098,024-6
80029,3,6.0,1.0,5,25,16101,656-9
57150,3,1.0,2.0,5,32,16102,019-1
42082,3,9.0,1.0,5,30,16103,211-6
45020,4,6.0,1.0,5,30,16105,242-0
55119,3,6.0,1.0,5,26,16106,200-4
9220,2,6.0,1.0,4,39,16107,013-A
50110,4,9.0,1.0,5,32,16108,245-A
96870,4,5.0,2.0,5,36,16109,114-5
42970,2,9.0,1.0,1,31,16111,016-5
20926,1,6.0,1.0,3,27,16112,024-7
52000,2,6.0,1.0,3,28,16113,027-5
54100,3,6.0,2.0,4,44,16114,060-3
54189,3,2.0,1.0,5,29,16115,117-5
57740,3,6.0,1.0,3,29,16116,126-A
52975,3,24.0,2.0,5,26,16117,137-6
7130,2,6.0,1.0,4,30,16118,296-4
7860,3,2.0,1.0,6,26,16119,206-1
51200,4,9.0,1.0,5,33,16120,010-2
54474,3,6.0,1.0,5,29,16121,070-0
52107,2,6.0,1.0,3,25,16122,005-8
62460,2,24.0,1.0,4,34,16123,135-9
39200,3,32.0,2.0,5,39,16124,044-7
70117,4,20.0,1.0,5,67,16126,007-9
57170,3,24.0,1.0,5,34,16127,021-9
44720,4,2.0,1.0,5,26,16129,317-7
57750,3,26.0,1.0,5,37,16130,127-4
1140,1,6.0,2.0,4,45,16131,006-5
31034,3,7.0,1.0,3,25,16132,552-7
55055,4,5.0,1.0,5,33,16133,386-9
15500,2,28.0,2.0,5,34,16135,062-A
16610,2,6.0,1.0,3,25,16136,052-7
55120,3,10.0,2.0,5,39,16137,056-3
55717,6,2.0,1.0,3,37,16139,084-7
45190,6,5.0,1.0,5,44,16141,306-2
54725,2,6.0,1.0,4,30,16143,130-1
7839,3,6.0,1.0,5,29,16144,188-1
71233,3,6.0,1.0,4,43,16145,041-0
71220,2,1.0,1.0,3,38,16146,011-5
54890,5,6.0,1.0,3,39,16147,033-5
39906,2,6.0,1.0,2,33,16148,635-3
71220,3,35.0,1.0,3,40,16149,011-5
50226,4,6.0,1.0,2,30,16151,290-5
15020,4,5.0,2.0,5,45,16153,127-6
54760,2,6.0,2.0,2,34,16154,159-A
4480,1,6.0,1.0,8,32,16156,177-9
54935,3,6.0,1.0,5,29,16157,166-5
53100,2,7.0,1.0,5,28,16158,122-4
55130,2,6.0,2.0,4,29,16159,074-1
42831,4,6.0,1.0,2,27,16160,052-3
31060,2,6.0,1.0,4,25,16161,370-9
97144,2,1.0,,0,27,16164,504-7
6400,2,9.0,2.0,3,31,16167,049-A
62553,3,20.0,1.0,3,58,16168,032-A
54170,3,24.0,1.0,5,26,16169,226-2
2020,2,5.0,1.0,5,31,16170,033-0
53427,3,2.0,1.0,2,30,16171,175-6
52928,2,14.0,2.0,3,26,16172,050-3
55120,3,2.0,1.0,5,27,16173,061-4
22234,3,,1.0,2,52,16174,190-A
56619,4,28.0,2.0,5,28,16175,068-8
54743,4,24.0,2.0,5,25,16176,199-4
26233,4,6.0,1.0,3,26,16177,336-0
29290,2,6.0,1.0,5,28,16178,073-4
11320,4,2.0,2.0,5,41,16179,048-2
23085,3,6.0,2.0,5,37,16180,383-3
11560,4,6.0,2.0,5,33,16182,076-4
55520,2,6.0,2.0,5,34,16183,365-7
4369,3,2.0,1.0,5,36,16184,062-4
78700,2,6.0,1.0,5,26,16185,052-6
54650,3,6.0,1.0,3,27,16187,033-5
14100,3,2.0,1.0,5,26,16188,149-6
70650,3,6.0,1.0,4,31,16189,056-3
56373,4,6.0,1.0,5,33,16190,032-5
7890,3,1.0,1.0,5,26,16192,221-6
52928,4,6.0,1.0,5,33,16193,049-0
7410,3,6.0,1.0,5,28,16194,268-2
89317,2,6.0,1.0,4,55,16195,129-8
55716,3,6.0,2.0,3,29,16196,016-0
14400,2,6.0,2.0,5,28,16197,162-1
14200,4,8.0,1.0,3,26,16198,082-0
54930,3,32.0,2.0,5,32,16199,022-4
15900,2,6.0,1.0,5,25,16200,072-3
3810,3,4.0,2.0,5,25,16201,037-A
43740,3,7.0,1.0,1,56,16202,030-9
50214,2,24.0,2.0,5,41,16204,306-8
36960,3,6.0,1.0,4,29,16206,022-6
7839,3,6.0,1.0,5,30,16208,188-1
80140,3,6.0,2.0,5,30,16209,660-5
1210,3,6.0,2.0,5,27,16210,029-6
9510,2,6.0,1.0,3,27,16211,112-3
44320,2,6.0,1.0,5,52,16212,043-5
9630,4,9.0,2.0,5,36,16213,297-3
36100,4,6.0,2.0,3,32,16214,008-5
16450,2,6.0,2.0,3,25,16215,073-9
96400,3,6.0,1.0,5,26,16217,014-8
13360,2,20.0,1.0,4,74,16218,093-1
6800,3,6.0,1.0,5,29,16219,104-0
14100,2,6.0,1.0,2,33,16220,149-6
62700,3,7.0,1.0,5,29,16221,012-8
93240,3,9.0,1.0,5,47,16222,016-4
7960,4,5.0,2.0,5,32,16223,230-5
11850,2,6.0,1.0,3,42,16224,116-0
68140,3,2.0,1.0,6,27,16225,132-5
7910,3,13.0,1.0,5,41,16227,198-5
7270,2,6.0,1.0,3,51,16228,027-7
42840,4,6.0,2.0,5,28,16229,091-3
55070,6,2.0,1.0,5,61,16230,154-2
82070,3,5.0,2.0,5,25,16231,225-8
89510,3,35.0,1.0,5,35,16232,090-2
7160,3,6.0,1.0,2,32,16233,010-1
23030,4,32.0,1.0,5,27,16234,348-1
9960,3,5.0,2.0,4,28,16235,540-8
55713,3,6.0,1.0,5,33,16236,018-A
42185,3,9.0,2.0,5,29,16238,171-5
23940,2,5.0,1.0,4,44,16239,365-8
22812,2,6.0,2.0,4,25,16240,123-6
1090,3,6.0,2.0,5,33,16241,124-1
52680,2,6.0,1.0,2,25,16244,007-6
92830,6,5.0,1.0,5,37,16245,119-6
54750,1,24.0,1.0,3,38,16246,040-7
62743,2,6.0,1.0,5,26,16247,022-6
55780,3,6.0,1.0,5,29,16248,010-5
7080,4,6.0,1.0,4,39,16250,099-1
62000,4,2.0,1.0,5,34,16251,032-7
1500,2,6.0,1.0,3,42,16252,231-A
1296,3,6.0,1.0,5,51,16253,201-9
7220,3,5.0,1.0,5,30,16254,342-6
55016,6,6.0,2.0,5,46,16255,378-4
91713,2,5.0,1.0,5,26,16256,059-5
11200,3,6.0,1.0,8,32,16259,135-3
55055,1,9.0,1.0,5,28,16260,386-9
28979,5,4.0,1.0,5,29,16261,088-A
13319,2,6.0,1.0,2,31,16262,059-4
11320,4,6.0,2.0,5,37,16263,048-2
80190,2,24.0,2.0,4,26,16264,530-6
9630,4,20.0,1.0,2,69,16265,297-3
6200,4,6.0,1.0,5,37,16267,053-6
30110,6,2.0,1.0,5,42,16268,010-0
31183,4,6.0,2.0,5,24,16270,728-A
56615,2,26.0,1.0,4,30,16273,102-7
53696,4,2.0,1.0,5,46,16274,182-6
3440,4,24.0,1.0,5,25,16275,029-5
4800,1,6.0,1.0,3,53,16276,093-A
8320,2,6.0,1.0,5,24,16278,028-9
7738,3,24.0,1.0,5,22,16279,071-8
3300,4,4.0,2.0,5,28,16280,099-0
55120,3,6.0,1.0,3,32,16281,061-4
2660,2,6.0,2.0,5,26,16282,037-9
7738,6,6.0,1.0,5,25,16283,071-8
39720,2,6.0,1.0,3,41,16284,551-4
84093,3,6.0,2.0,3,33,16285,088-8
55024,3,6.0,1.0,4,27,16286,453-2
22880,4,1.0,2.0,5,27,16287,787-5
1130,2,7.0,1.0,5,48,16288,010-1
7160,2,6.0,1.0,5,36,16289,010-1
15530,2,6.0,1.0,5,25,16290,065-3
91727,3,6.0,1.0,3,27,16292,139-6
70140,4,9.0,1.0,3,52,16293,014-6
39096,2,9.0,2.0,5,38,16294,127-9
56619,3,9.0,2.0,4,45,16295,093-6
36557,3,6.0,1.0,5,31,16296,167-8
52910,7,5.0,1.0,5,33,16297,128-7
55270,4,6.0,1.0,5,26,16300,128-A
50210,3,6.0,1.0,5,25,16301,287-3
54477,2,6.0,2.0,2,36,16303,055-6
54945,3,6.0,2.0,5,38,16306,153-8
54900,2,2.0,1.0,2,26,16309,035-1
