codigo_postal,Income_Range,V_PROFESSION_CD,V_SEX,N_COLL_SCHOLARSHIP_LEVEL,EDAD,ID,AGEB
80378,1,6.0,1.0,5,23,7278,130-4
88740,2,6.0,1.0,3,22,7279,163-1
32575,1,2.0,2.0,5,52,7281,623-7
73970,4,2.0,2.0,4,56,7282,008-7
91230,2,6.0,2.0,4,24,7283,005-5
94500,2,6.0,1.0,3,21,7284,006-3
31060,2,6.0,1.0,5,27,7286,224-0
91808,3,1.0,1.0,6,49,7287,178-6
66055,6,6.0,1.0,5,23,7289,057-5
85197,4,2.0,1.0,5,27,7290,118-8
47910,4,6.0,1.0,5,31,7291,038-4
22237,2,6.0,2.0,3,25,7292,458-6
86220,4,6.0,1.0,3,53,7293,016-9
97174,2,6.0,2.0,5,28,7294,299-8
97203,3,9.0,2.0,5,22,7295,374-6
97000,4,8.0,1.0,5,26,7296,050-6
37353,7,2.0,2.0,3,53,7297,228-1
90112,3,9.0,1.0,3,32,7300,089-A
47600,4,6.0,2.0,5,23,7301,008-8
97350,4,37.0,1.0,3,37,7302,026-8
79610,2,6.0,2.0,1,63,7303,021-A
22204,3,6.0,1.0,5,24,7304,547-6
45850,3,29.0,1.0,4,27,7305,013-4
80349,2,29.0,1.0,5,44,7306,093-1
44960,1,6.0,2.0,1,38,7308,539-A
45019,2,2.0,1.0,5,28,7309,491-0
22000,2,4.0,2.0,5,28,7310,303-7
44210,1,6.0,1.0,5,25,7311,477-7
66354,2,6.0,1.0,5,22,7312,092-0
76147,2,6.0,1.0,5,22,7313,391-4
68400,3,32.0,2.0,5,27,7314,024-8
45500,4,5.0,1.0,5,28,7315,153-8
45654,3,6.0,1.0,4,55,7318,218-7
45239,2,6.0,1.0,5,26,7322,248-8
66354,2,6.0,2.0,5,30,7323,062-A
76830,4,2.0,1.0,5,23,7324,041-6
66422,4,6.0,1.0,3,29,7325,176-5
20196,3,6.0,2.0,5,26,7327,360-9
60050,4,24.0,1.0,5,31,7328,024-7
77660,3,6.0,1.0,5,33,7330,074-2
83178,2,6.0,1.0,5,22,7332,240-5
38090,2,1.0,1.0,3,48,7333,138-5
89430,4,6.0,1.0,4,20,7334,072-4
64320,3,2.0,2.0,4,27,7335,062-0
45200,4,1.0,2.0,5,30,7336,389-5
45160,4,2.0,1.0,5,25,7337,419-8
83296,2,6.0,1.0,5,21,7338,788-7
45655,2,24.0,2.0,3,22,7339,243-5
25130,5,25.0,1.0,4,25,7340,215-5
66477,6,2.0,2.0,5,33,7341,070-A
23940,4,2.0,2.0,4,22,7342,366-2
37000,3,6.0,1.0,3,23,7344,063-7
66636,3,26.0,1.0,5,35,7345,158-1
94450,3,1.0,1.0,3,30,7346,005-1
83104,2,6.0,2.0,4,28,7348,014-6
58254,3,6.0,2.0,3,23,7350,142-7
45525,4,6.0,2.0,5,25,7351,260-6
94106,4,6.0,1.0,5,25,7352,014-5
22237,4,24.0,1.0,3,25,7353,458-6
24020,2,9.0,2.0,5,22,7354,110-5
28864,3,6.0,2.0,5,27,7356,149-2
44750,6,20.0,,0,34,7357,498-9
96980,4,24.0,2.0,5,27,7358,079-3
45525,3,6.0,1.0,3,26,7359,047-4
22000,4,6.0,1.0,5,25,7361,005-1
37480,3,33.0,2.0,3,30,7363,249-3
77712,3,37.0,1.0,5,24,7364,160-A
22820,3,27.0,1.0,2,51,7365,982-9
86400,4,2.0,2.0,5,25,7367,068-6
28869,2,2.0,1.0,5,28,7368,157-7
45067,3,1.0,1.0,5,21,7369,237-A
45180,4,24.0,2.0,3,35,7371,537-4
80200,5,32.0,1.0,5,26,7372,343-7
83500,3,36.0,1.0,5,29,7373,159-0
45405,3,16.0,1.0,3,26,7374,020-2
38010,1,4.0,2.0,5,29,7375,155-9
37480,4,6.0,1.0,4,26,7376,249-3
96010,4,2.0,1.0,5,53,7378,037-6
78100,4,4.0,1.0,5,26,7379,461-6
86280,2,6.0,1.0,5,23,7380,100-7
25296,2,4.0,1.0,5,21,7382,213-6
25016,3,2.0,2.0,6,28,7384,512-6
72680,7,1.0,1.0,5,28,7385,011-9
96576,3,6.0,1.0,5,29,7386,132-4
84093,3,6.0,1.0,3,21,7387,042-6
76110,3,28.0,2.0,5,30,7389,010-6
78433,2,6.0,1.0,5,37,7390,107-1
23920,3,6.0,1.0,5,26,7391,350-1
89602,2,6.0,1.0,4,22,7392,120-1
66647,4,24.0,1.0,4,36,7394,195-2
94930,3,6.0,1.0,3,25,7395,010-1
22105,1,2.0,1.0,5,27,7398,339-5
76099,2,6.0,2.0,5,25,7399,145-8
44720,3,6.0,2.0,2,28,7401,526-2
93600,2,6.0,2.0,5,25,7402,068-A
97205,3,6.0,1.0,5,25,7404,245-1
77517,6,6.0,1.0,5,27,7405,357-2
66612,6,33.0,1.0,5,51,7407,104-5
84000,2,26.0,2.0,5,26,7408,024-8
86400,3,26.0,1.0,4,29,7409,064-8
45050,2,6.0,1.0,3,24,7411,434-2
72470,4,6.0,1.0,5,28,7412,409-7
44760,4,2.0,1.0,3,30,7413,366-0
67250,4,9.0,2.0,5,30,7414,028-5
85210,3,32.0,1.0,5,25,7415,230-7
96980,1,6.0,1.0,2,24,7416,099-0
58120,3,6.0,1.0,4,26,7417,119-8
67174,1,1.0,1.0,5,34,7418,085-3
44260,4,26.0,1.0,5,25,7419,066-6
64988,3,6.0,2.0,5,21,7420,295-1
36515,2,6.0,1.0,3,22,7421,141-3
59180,3,6.0,1.0,2,25,7422,020-1
47600,1,2.0,1.0,5,31,7423,008-8
29520,2,6.0,1.0,3,24,7424,016-A
25290,3,6.0,1.0,5,33,7425,207-0
93220,2,1.0,1.0,5,29,7426,054-A
45920,4,6.0,2.0,5,26,7428,021-3
72210,1,6.0,1.0,5,23,7430,431-1
20196,2,6.0,2.0,3,24,7431,375-5
45405,3,8.0,1.0,5,25,7432,075-3
23940,4,9.0,1.0,5,22,7433,371-3
63734,1,2.0,1.0,3,21,7436,079-A
88120,3,6.0,1.0,3,25,7437,116-7
97302,5,2.0,1.0,3,54,7438,608-3
83600,2,7.0,2.0,2,33,7439,235-2
94277,2,25.0,1.0,1,31,7440,024-9
27380,6,6.0,1.0,5,30,7441,184-4
80140,2,2.0,1.0,4,36,7442,643-1
22216,4,5.0,1.0,5,26,7444,164-7
49900,3,6.0,1.0,4,28,7445,017-A
72490,2,6.0,1.0,5,40,7447,604-0
37408,3,6.0,2.0,3,26,7448,454-0
73200,4,9.0,2.0,1,39,7449,008-3
44730,4,2.0,2.0,5,38,7451,169-8
91100,3,6.0,2.0,5,28,7452,158-6
68400,1,6.0,2.0,3,27,7454,024-8
67180,2,6.0,2.0,3,32,7455,269-0
37220,2,6.0,2.0,4,27,7456,019-6
45412,3,6.0,2.0,3,26,7457,053-7
31137,3,6.0,1.0,2,38,7458,616-9
92830,1,6.0,1.0,3,23,7459,026-8
45530,3,6.0,1.0,4,21,7460,186-2
47270,2,6.0,2.0,3,26,7461,039-A
22810,3,5.0,2.0,5,39,7463,843-0
45068,3,6.0,1.0,3,27,7465,360-7
45654,2,6.0,2.0,3,23,7466,218-7
44390,1,2.0,1.0,2,36,7469,376-4
22505,2,6.0,2.0,3,22,7470,148-8
45530,2,26.0,1.0,3,32,7471,210-8
91714,1,6.0,1.0,2,32,7472,166-3
58430,3,36.0,1.0,5,44,7476,002-7
87670,5,6.0,1.0,3,25,7478,068-2
45650,2,6.0,1.0,5,23,7479,083-3
44950,3,24.0,1.0,3,24,7480,333-6
94520,3,6.0,1.0,3,24,7483,002-5
98500,3,7.0,1.0,4,21,7484,042-0
67190,4,9.0,1.0,5,55,7485,168-8
61650,7,11.0,1.0,2,26,7486,036-5
22420,2,37.0,1.0,5,30,7487,541-9
22640,5,32.0,2.0,5,39,7488,350-1
76160,4,1.0,1.0,3,33,7489,025-2
83170,1,2.0,1.0,5,23,7492,250-9
67250,3,2.0,2.0,5,25,7494,028-5
36000,1,26.0,1.0,5,26,7495,012-4
47120,3,9.0,2.0,5,21,7497,038-9
31350,2,6.0,1.0,5,21,7501,343-1
22205,1,6.0,1.0,3,21,7502,552-7
20179,1,6.0,1.0,2,22,7503,234-8
78109,3,2.0,1.0,4,24,7504,326-6
80189,4,6.0,2.0,5,23,7505,201-5
44820,3,1.0,2.0,5,28,7506,510-1
84094,4,6.0,1.0,3,29,7507,187-1
45138,4,6.0,1.0,5,22,7509,659-9
36660,4,6.0,1.0,5,41,7510,011-4
45404,3,6.0,1.0,5,33,7512,148-4
45200,3,9.0,1.0,3,22,7515,695-5
37680,2,6.0,2.0,5,25,7516,370-1
86720,3,26.0,1.0,5,26,7518,050-9
76220,7,1.0,1.0,6,39,7519,331-2
36783,2,6.0,2.0,3,22,7520,102-A
60760,7,2.0,1.0,1,38,7522,015-5
21323,3,5.0,1.0,5,26,7523,719-6
76118,3,6.0,1.0,5,24,7524,393-3
91020,2,6.0,1.0,3,23,7525,010-7
60153,4,6.0,1.0,3,25,7526,069-4
77533,3,6.0,1.0,5,51,7528,364-2
77710,4,2.0,1.0,5,42,7529,004-8
94277,4,32.0,2.0,5,37,7530,011-1
88135,3,6.0,1.0,5,22,7531,205-7
83600,4,2.0,1.0,4,27,7532,144-3
96570,2,26.0,2.0,5,23,7533,117-A
28030,2,6.0,1.0,5,38,7536,034-1
44860,3,6.0,2.0,3,23,7537,503-1
44720,3,25.0,1.0,4,23,7539,504-6
91315,4,6.0,2.0,5,29,7540,002-9
22920,4,2.0,1.0,5,25,7541,723-5
32040,1,20.0,2.0,5,65,7543,085-9
23641,2,2.0,1.0,5,33,7544,314-8
83147,2,5.0,1.0,4,24,7545,503-9
44260,2,6.0,1.0,5,30,7546,066-6
60190,2,1.0,2.0,5,26,7547,164-A
29960,3,32.0,2.0,5,29,7548,058-1
59180,2,6.0,1.0,3,21,7550,020-1
93820,4,2.0,1.0,5,45,7552,012-5
72310,5,2.0,1.0,5,52,7553,586-0
91070,2,6.0,1.0,5,23,7554,098-2
45130,2,1.0,1.0,3,26,7555,565-6
47120,3,6.0,1.0,2,23,7556,038-9
52960,2,6.0,2.0,3,25,7557,172-8
77516,1,1.0,1.0,5,23,7559,433-5
76117,2,5.0,1.0,5,21,7560,308-3
96010,2,13.0,2.0,5,24,7561,037-6
24330,2,32.0,1.0,6,24,7562,008-9
45430,3,6.0,1.0,5,28,7565,031-5
21339,7,2.0,2.0,5,64,7566,285-2
24040,4,20.0,2.0,3,22,7567,105-4
59180,1,6.0,1.0,3,21,7568,020-1
96365,5,6.0,1.0,5,21,7569,023-8
22237,4,6.0,1.0,3,30,7570,458-6
37530,1,2.0,1.0,5,40,7571,466-3
94300,4,9.0,2.0,5,34,7572,019-6
97133,5,2.0,1.0,5,26,7573,558-3
91100,1,1.0,2.0,5,29,7574,158-6
64530,4,6.0,2.0,5,27,7576,105-0
80240,2,6.0,1.0,5,27,7577,560-7
47910,2,6.0,2.0,2,22,7578,033-1
91800,2,5.0,1.0,5,29,7579,199-8
44290,3,2.0,1.0,5,23,7580,480-9
86280,2,6.0,2.0,5,30,7581,100-7
79930,3,32.0,1.0,5,27,7582,023-0
81360,3,6.0,1.0,3,28,7583,165-0
91700,3,24.0,1.0,5,25,7584,030-7
45110,4,16.0,2.0,5,41,7586,594-2
83190,2,7.0,1.0,2,29,7587,187-3
29520,3,6.0,1.0,1,31,7588,019-3
25280,4,6.0,2.0,5,24,7589,011-0
37530,4,5.0,1.0,5,27,7590,466-3
76099,3,21.0,1.0,3,23,7591,145-8
86720,4,10.0,1.0,3,22,7594,057-0
97173,3,6.0,2.0,5,27,7595,288-A
45130,2,6.0,1.0,5,26,7597,565-6
44750,2,6.0,2.0,5,33,7598,498-9
96380,1,6.0,1.0,2,21,7599,178-6
23084,4,6.0,1.0,3,26,7600,399-4
27410,6,24.0,1.0,5,29,7601,412-4
75857,1,2.0,2.0,4,48,7602,073-2
38160,2,6.0,1.0,2,21,7603,051-8
74135,2,24.0,2.0,5,28,7605,012-8
23400,4,6.0,2.0,3,27,7606,079-9
86080,3,36.0,2.0,4,28,7607,014-0
77517,2,25.0,1.0,3,25,7609,357-2
37100,2,6.0,1.0,5,28,7610,211-6
78398,2,6.0,2.0,3,21,7611,436-8
77518,2,2.0,2.0,3,32,7612,325-2
61509,2,20.0,2.0,3,39,7613,022-4
88120,3,5.0,2.0,5,27,7614,116-7
86870,4,32.0,1.0,5,26,7616,015-9
93650,3,6.0,2.0,5,27,7617,035-3
20126,2,6.0,1.0,2,31,7618,408-1
37538,3,24.0,2.0,2,26,7619,324-1
64250,4,6.0,1.0,5,28,7620,405-5
25060,4,6.0,1.0,3,22,7621,279-5
89510,4,2.0,1.0,5,56,7623,050-8
76118,4,6.0,2.0,3,34,7624,388-2
59050,3,6.0,2.0,5,26,7625,003-3
72200,2,6.0,2.0,3,27,7627,234-9
35025,3,32.0,2.0,6,25,7628,124-9
50130,4,6.0,2.0,5,28,7629,048-7
76118,3,6.0,1.0,3,25,7630,393-3
91808,2,6.0,2.0,5,22,7631,308-7
77536,3,6.0,2.0,3,23,7632,082-6
77509,3,6.0,2.0,5,22,7633,033-2
44760,5,5.0,1.0,6,37,7635,525-8
61682,2,2.0,1.0,4,25,7637,025-A
95780,3,24.0,1.0,4,32,7638,065-4
22000,3,2.0,1.0,5,45,7639,302-2
78250,4,6.0,1.0,5,24,7640,308-8
93300,2,6.0,2.0,5,33,7641,002-2
81110,2,11.0,1.0,5,21,7642,214-2
83170,3,6.0,1.0,5,21,7645,250-9
37900,3,6.0,2.0,5,24,7647,048-0
44430,4,6.0,2.0,5,27,7651,398-0
45189,3,6.0,1.0,3,19,7652,376-8
83553,2,24.0,1.0,5,29,7654,305-6
44100,2,6.0,1.0,3,24,7655,163-0
45540,2,24.0,2.0,4,30,7656,261-0
80029,2,6.0,1.0,5,23,7658,656-9
65750,2,5.0,1.0,5,21,7659,017-A
48343,3,24.0,1.0,5,21,7660,158-4
22100,2,5.0,1.0,5,23,7661,047-5
37680,1,6.0,2.0,3,28,7663,370-1
86400,1,32.0,1.0,5,22,7664,068-6
87500,3,6.0,1.0,4,21,7665,050-8
72710,3,5.0,2.0,5,33,7666,029-3
22470,3,5.0,1.0,5,24,7667,241-4
24060,2,6.0,2.0,3,23,7669,221-1
77600,4,2.0,1.0,5,62,7672,002-8
98500,4,6.0,1.0,4,22,7673,042-0
27297,1,26.0,1.0,2,57,7675,340-8
97144,2,26.0,2.0,3,21,7676,163-1
78120,4,6.0,1.0,5,25,7677,298-2
91700,1,20.0,1.0,5,63,7680,020-3
91809,3,6.0,1.0,2,38,7682,267-6
89338,2,6.0,1.0,5,22,7684,096-1
58116,4,6.0,2.0,5,45,7685,331-5
45130,3,2.0,1.0,5,27,7686,565-6
46470,3,9.0,2.0,4,22,7687,016-1
67755,2,6.0,1.0,3,21,7689,042-A
86200,3,6.0,1.0,3,26,7690,009-7
82127,4,6.0,1.0,4,28,7692,201-2
47899,1,6.0,1.0,2,22,7693,059-1
45200,1,6.0,2.0,4,24,7694,503-5
45130,3,6.0,1.0,5,24,7695,184-6
78150,4,6.0,1.0,5,57,7697,357-1
96536,2,2.0,2.0,5,23,7698,146-6
37330,3,5.0,1.0,5,24,7699,159-9
76170,2,6.0,2.0,3,44,7700,185-2
23473,2,2.0,1.0,5,24,7701,157-0
67192,4,5.0,2.0,5,29,7702,256-3
96576,5,6.0,2.0,5,30,7703,016-7
77500,3,5.0,1.0,2,28,7704,011-6
45412,4,25.0,1.0,5,24,7705,172-8
91910,2,6.0,1.0,4,26,7707,043-4
36790,3,6.0,1.0,5,23,7708,058-7
44430,3,24.0,1.0,5,25,7709,364-1
94180,4,6.0,1.0,3,23,7710,007-4
64788,6,2.0,1.0,5,42,7711,471-2
75857,1,6.0,2.0,3,28,7712,137-4
88700,3,4.0,2.0,6,64,7713,291-1
37100,3,6.0,1.0,5,27,7714,211-6
84090,4,6.0,1.0,5,22,7716,155-1
83106,3,6.0,2.0,5,25,7717,325-9
91240,4,6.0,1.0,5,35,7718,012-6
88290,1,8.0,2.0,4,49,7719,058-2
99170,4,6.0,1.0,5,24,7720,360-3
37000,3,26.0,2.0,5,27,7721,063-7
72210,2,6.0,2.0,5,31,7722,235-3
67116,1,6.0,2.0,5,21,7723,103-3
46400,2,20.0,1.0,2,66,7724,020-6
22706,2,26.0,1.0,4,23,7726,112-7
86100,2,2.0,2.0,5,42,7727,082-7
38160,1,4.0,1.0,5,29,7729,026-A
96400,4,6.0,1.0,3,25,7730,014-8
24060,3,24.0,2.0,3,22,7733,221-1
22710,2,2.0,1.0,2,40,7734,047-2
92830,2,6.0,1.0,2,21,7735,026-8
45410,2,24.0,2.0,5,27,7736,191-0
91500,3,24.0,1.0,5,29,7737,005-1
77539,3,1.0,2.0,5,23,7738,309-3
58120,2,8.0,1.0,5,22,7739,119-8
22055,4,24.0,2.0,5,25,7740,021-0
78438,3,6.0,1.0,5,22,7741,129-8
37295,3,24.0,1.0,5,30,7742,567-6
94270,2,6.0,2.0,3,25,7743,006-0
86150,2,6.0,1.0,3,21,7744,111-5
31313,4,1.0,2.0,5,38,7747,792-8
38500,3,6.0,1.0,5,25,7748,026-2
37547,3,6.0,1.0,5,35,7749,334-5
83499,2,2.0,2.0,1,42,7751,115-8
81290,7,6.0,1.0,3,33,7752,370-8
81285,2,6.0,1.0,5,47,7754,127-5
97160,1,6.0,1.0,5,22,7757,292-6
61506,4,6.0,1.0,4,25,7758,018-8
85430,3,6.0,1.0,2,21,7760,225-A
37000,4,6.0,1.0,5,32,7761,063-7
76810,1,20.0,1.0,3,53,7762,038-4
80060,2,6.0,1.0,4,23,7764,160-4
44770,2,6.0,1.0,3,39,7765,153-7
24350,4,6.0,1.0,4,55,7766,007-6
24350,3,6.0,2.0,5,23,7767,007-6
45654,4,2.0,1.0,2,61,7769,179-5
21323,1,2.0,2.0,3,35,7770,719-6
88747,2,21.0,2.0,5,22,7771,361-9
94650,3,6.0,1.0,5,31,7772,097-0
58840,2,7.0,2.0,4,25,7773,013-1
83550,3,27.0,1.0,1,61,7774,222-1
38010,2,10.0,1.0,2,29,7776,155-9
84620,3,24.0,1.0,4,34,7777,029-5
64750,4,6.0,1.0,3,21,7778,213-3
77500,3,6.0,1.0,4,23,7779,064-8
72845,3,15.0,1.0,4,33,7780,022-6
63175,2,6.0,2.0,5,22,7786,140-0
66250,2,6.0,1.0,5,23,7788,023-8
32680,2,33.0,1.0,4,32,7789,180-4
97173,2,21.0,2.0,5,25,7790,290-7
77600,3,4.0,2.0,5,25,7791,005-1
22056,3,25.0,1.0,3,21,7792,146-9
45160,4,6.0,1.0,5,29,7793,419-8
76090,3,1.0,1.0,5,25,7794,086-9
78399,4,6.0,1.0,4,49,7795,225-3
91020,2,6.0,2.0,4,23,7796,010-7
45412,2,2.0,1.0,5,25,7797,172-8
22604,2,6.0,1.0,3,21,7799,376-6
97159,2,6.0,1.0,3,20,7800,285-6
28869,1,24.0,1.0,5,22,7801,118-7
72309,2,6.0,1.0,4,24,7802,237-2
72170,3,6.0,1.0,2,23,7803,306-5
91900,2,6.0,1.0,2,22,7805,025-6
45079,2,6.0,1.0,5,24,7807,545-9
33827,4,24.0,1.0,5,25,7808,134-8
20289,2,6.0,1.0,2,23,7811,249-4
89316,4,6.0,1.0,2,56,7812,087-2
79010,3,6.0,2.0,5,32,7814,175-0
44330,4,20.0,1.0,3,61,7815,045-4
72760,4,6.0,2.0,3,38,7817,034-2
37295,3,6.0,1.0,4,23,7818,483-7
72307,1,6.0,1.0,4,22,7819,441-5
45110,2,2.0,2.0,5,22,7821,291-4
48290,2,2.0,1.0,5,22,7822,201-2
45850,2,6.0,1.0,4,21,7823,007-9
82099,3,1.0,2.0,3,25,7824,228-1
58341,2,6.0,1.0,5,21,7825,163-9
79500,4,9.0,2.0,5,30,7826,041-7
45067,3,2.0,2.0,5,28,7828,519-6
83294,3,6.0,1.0,5,26,7829,684-0
98500,4,6.0,1.0,5,23,7830,042-0
45130,3,26.0,1.0,3,26,7831,565-6
83290,3,9.0,2.0,5,27,7832,516-6
72190,4,2.0,1.0,5,33,7833,524-A
45200,2,6.0,2.0,5,27,7834,389-5
95870,1,2.0,1.0,4,23,7835,025-5
45640,3,6.0,2.0,5,26,7838,272-1
44860,3,6.0,1.0,3,23,7839,503-1
64788,4,6.0,1.0,4,48,7840,471-2
36250,3,6.0,2.0,3,22,7842,092-3
22450,2,5.0,2.0,5,22,7844,390-6
44990,2,6.0,1.0,5,20,7845,354-8
37290,2,6.0,1.0,2,25,7848,174-3
9600,4,2.0,2.0,5,32,7849,261-5
32696,4,6.0,1.0,7,35,7851,252-0
78150,2,6.0,2.0,5,44,7852,143-3
86280,3,26.0,2.0,2,39,7853,100-7
77900,2,6.0,1.0,3,25,7854,156-4
45180,3,6.0,1.0,5,32,7856,537-4
37100,3,6.0,1.0,5,20,7857,142-3
44230,2,6.0,2.0,5,25,7858,450-8
37900,3,6.0,2.0,3,26,7859,056-5
23090,1,6.0,1.0,3,19,7860,326-5
24110,3,9.0,1.0,5,39,7861,109-A
76114,2,6.0,2.0,3,21,7862,106-8
82132,3,6.0,1.0,5,32,7864,292-A
32690,2,5.0,1.0,5,23,7865,185-7
20926,2,6.0,1.0,3,21,7866,054-8
98500,3,7.0,1.0,3,23,7867,042-0
45850,2,2.0,1.0,3,22,7868,007-9
59636,3,6.0,1.0,5,40,7869,074-9
91800,3,10.0,2.0,2,33,7870,199-8
86280,1,15.0,2.0,5,23,7871,100-7
64480,4,6.0,2.0,5,25,7872,119-2
38020,2,9.0,2.0,5,38,7873,107-A
66647,2,25.0,1.0,3,34,7875,242-9
77019,3,9.0,2.0,5,27,7876,174-2
58210,2,24.0,1.0,5,21,7877,026-A
64780,2,2.0,2.0,5,59,7878,218-6
47870,4,8.0,1.0,5,26,7879,020-A
44720,2,6.0,1.0,3,31,7880,317-7
37000,4,6.0,1.0,3,35,7881,063-7
36568,4,6.0,1.0,2,48,7882,100-4
37470,2,20.0,2.0,1,64,7883,187-0
72587,2,2.0,1.0,4,22,7884,584-1
45138,3,6.0,1.0,3,22,7885,659-9
76804,4,20.0,1.0,3,63,7886,050-5
36590,2,21.0,1.0,5,22,7888,063-1
37358,2,6.0,1.0,2,21,7889,576-5
77086,2,9.0,1.0,3,27,7890,280-6
75853,2,6.0,1.0,5,25,7891,129-A
67193,4,6.0,2.0,5,24,7892,203-1
24180,3,24.0,2.0,3,27,7894,287-8
24080,2,32.0,1.0,5,44,7895,194-2
37545,3,24.0,1.0,5,48,7896,241-7
45200,2,24.0,1.0,3,25,7897,695-5
37520,3,24.0,2.0,5,27,7898,260-A
73970,3,6.0,2.0,5,25,7901,008-7
83479,1,24.0,1.0,5,33,7902,346-A
76116,4,2.0,1.0,5,27,7904,379-3
72228,2,6.0,2.0,3,28,7905,437-9
22056,4,4.0,1.0,5,25,7906,146-9
89317,3,1.0,1.0,4,27,7907,128-3
22000,4,6.0,2.0,5,30,7910,303-7
63730,3,24.0,1.0,5,21,7911,027-2
76230,2,6.0,1.0,5,28,7913,373-6
38260,1,6.0,1.0,4,20,7914,009-4
44920,2,2.0,1.0,4,36,7915,250-1
45406,2,6.0,2.0,5,24,7916,064-5
96730,5,6.0,1.0,3,22,7917,040-A
29960,3,29.0,1.0,2,31,7918,058-1
64100,2,6.0,1.0,5,24,7919,428-6
45130,1,6.0,1.0,3,21,7920,184-6
38200,3,26.0,1.0,5,32,7923,005-7
45640,2,33.0,2.0,5,22,7924,213-4
97166,6,6.0,1.0,5,64,7927,124-1
27089,3,36.0,1.0,5,24,7928,263-0
86901,2,36.0,1.0,2,34,7930,055-8
45412,1,6.0,1.0,5,23,7931,172-8
86090,2,26.0,1.0,5,23,7932,134-6
84062,4,6.0,2.0,5,26,7933,168-9
44990,3,5.0,1.0,5,26,7934,354-8
20900,2,6.0,2.0,4,51,7935,043-A
45180,1,32.0,2.0,5,41,7937,617-5
22206,2,21.0,2.0,5,22,7938,203-9
31124,5,6.0,1.0,5,26,7939,843-2
76148,2,1.0,2.0,3,23,7940,260-0
45138,3,6.0,2.0,5,22,7941,332-5
84060,2,1.0,1.0,3,38,7943,092-4
98619,3,6.0,1.0,4,23,7945,113-3
44760,3,6.0,1.0,2,22,7946,527-7
72130,2,6.0,1.0,3,23,7947,337-0
91698,3,6.0,1.0,3,21,7948,249-8
72760,3,20.0,1.0,4,63,7950,036-1
22000,1,7.0,1.0,3,53,7951,294-6
35015,3,6.0,1.0,3,22,7952,197-8
36100,1,20.0,1.0,1,62,7954,005-1
83488,2,35.0,1.0,3,52,7955,214-1
87000,2,1.0,2.0,5,25,7956,093-3
37270,4,13.0,1.0,2,56,7957,065-6
77534,4,26.0,1.0,5,22,7958,110-A
44700,3,20.0,1.0,6,56,7959,086-3
22440,4,5.0,1.0,5,24,7961,564-A
91000,2,1.0,2.0,3,21,7962,015-A
59750,2,6.0,1.0,4,20,7963,014-0
88670,2,6.0,1.0,2,25,7965,121-8
67250,2,6.0,1.0,3,22,7968,028-5
38060,3,6.0,1.0,5,25,7969,225-6
38500,2,5.0,1.0,2,25,7972,026-2
45590,3,6.0,1.0,4,27,7974,135-A
44300,2,24.0,1.0,5,23,7975,020-4
63737,3,15.0,1.0,2,21,7976,104-A
91000,2,6.0,1.0,5,32,7977,015-A
85098,2,24.0,1.0,4,28,7978,128-1
88700,2,15.0,1.0,4,29,7979,124-1
23477,4,24.0,1.0,3,26,7980,274-2
22785,2,26.0,2.0,3,27,7982,968-9
45138,2,6.0,1.0,3,22,7983,659-9
24350,3,4.0,1.0,5,25,7984,046-6
72307,3,6.0,1.0,3,22,7986,441-5
64760,2,24.0,1.0,3,21,7987,420-A
48310,1,6.0,1.0,5,19,7988,167-3
34200,3,6.0,1.0,5,25,7990,228-0
24060,3,6.0,1.0,5,29,7992,221-1
37549,2,27.0,2.0,5,32,7993,234-7
44450,2,6.0,1.0,3,20,7994,187-6
31120,3,1.0,1.0,3,21,7995,530-0
37297,2,5.0,1.0,4,28,7996,389-6
45589,1,26.0,2.0,3,54,7997,109-7
35150,1,6.0,2.0,5,23,7998,050-3
66476,4,6.0,2.0,5,21,7999,116-3
95390,4,20.0,1.0,2,64,8000,018-3
45060,1,7.0,1.0,3,25,8001,174-2
64105,2,1.0,1.0,2,28,8002,377-1
45640,2,20.0,1.0,3,42,8003,137-1
59636,2,24.0,1.0,3,21,8004,074-9
76148,4,6.0,2.0,4,30,8005,381-0
96565,2,7.0,1.0,4,22,8007,135-8
94290,4,4.0,2.0,6,30,8009,066-1
66635,3,2.0,1.0,3,64,8010,137-A
89510,2,8.0,1.0,5,24,8012,093-6
66478,4,5.0,1.0,5,24,8013,134-1
83170,2,2.0,1.0,5,32,8014,532-5
45560,3,6.0,1.0,5,23,8015,012-0
67174,2,6.0,1.0,5,20,8016,207-A
79010,4,9.0,2.0,5,31,8017,175-0
45595,3,6.0,1.0,4,44,8018,071-8
38130,2,6.0,1.0,3,22,8019,083-2
86108,3,32.0,1.0,4,25,8021,156-2
32590,1,6.0,2.0,5,20,8022,495-5
96710,3,6.0,1.0,3,26,8023,112-6
72700,2,5.0,1.0,3,29,8024,006-2
84120,4,6.0,1.0,3,24,8025,028-4
67190,2,6.0,1.0,5,38,8028,108-6
44920,2,5.0,1.0,4,20,8029,252-0
85120,6,9.0,1.0,5,31,8031,062-0
48900,3,6.0,1.0,5,23,8033,004-3
37000,3,2.0,1.0,5,27,8034,063-7
36970,4,2.0,2.0,5,30,8035,018-6
21399,1,6.0,2.0,3,32,8036,614-5
45010,2,6.0,2.0,5,38,8038,460-5
86400,4,32.0,1.0,5,24,8039,068-6
97700,2,20.0,1.0,4,63,8041,004-5
78369,3,28.0,1.0,5,26,8042,484-7
91140,3,6.0,1.0,4,25,8043,106-9
